biblioteca_id;biblioteca_nom;horari_estiu_dilluns;horari_estiu_dimarts;horari_estiu_dimecres;horari_estiu_dijous;horari_estiu_divendres;horari_estiu_dissabte;horari_estiu_diumenge;horari_hivern_dilluns;horari_hivern_dimarts;horari_hivern_dimecres;horari_hivern_dijous;horari_hivern_divendres;horari_hivern_dissabte;horari_estiu_diumenge;INE5;municipi_nom;nombre_habitants;comarca_codi;comarca_nom;observacions_hivern;observacions_estiu
otn1;Biblioteca Caterina Figueras. Tona;15 h - 20 h;15 h - 20 h;10 h - 13.30 h i 15 h - 20 h;15 h - 20 h;10 h - 13.30 h i 15 h - 20 h;Tancat;Tancat;15 h - 20 h;15 h - 20 h;10 h - 13.30 h i 15 h - 20 h;15 h - 20 h;15 h - 20 h;10 h - 13.30 h;Tancat;08283;Tona;8527;24;Osona;<p class='observaciones'><strong> L'horari d'hivern comença el dia:</strong> <span>14 de setembre</span></p> <p class='observaciones'> <strong>Observacions de l'horari: </strong> <span><p><strong>La biblioteca romandrà tancada:</strong></p> <p>1, 5 i 6 de gener </p> <p><strong>Setmana Santa</strong> del 2 al 6 d'abril, <strong>ambdós inclosos</strong>.</p> <p>1 i 2 de maig</p> <p>25 de maig (<strong>Festa Local - Pasqua Granada</strong>)</p> <p>30 de novembre (<strong>Festa Local - Sant Andreu</strong>)</p> <p>8 de desembre</p> <p><strong>Nadal</strong> del 24 al 27 de desembre, <strong>ambdós inclosos</strong>. </p> <p>31 de desembre</p></span> </p>;<p class='observaciones'><strong>L'horari d'estiu comença el dia:</strong> <span>22 de juny</span></p> <p class='observaciones'><strong>Observacions de l'horari: </strong><span><p><strong>La biblioteca romandrà tancada:</strong></p> <p>24 de juny</p> <p><strong>Tancament: </strong>Del 3 al 7 d'agost, <strong>ambdós inclosos</strong>.</p> <p>15 d'agost</p> <p>11 i 12  de setembre</p> <p> </p></span></p>
otr1;Biblioteca Antoni Pladevall i Font. Taradell;De 15.30 h a 20.00 h;De 15.30 h a 20.00 h;De 10.00 h a 13.30 h i de 15.30 h a 20.00 h;De 15.30 h a 20.00 h;De 10.00 h a 13.30 h i de 15.30 h a 20.00 h;Tancat;Tancat;De 15.30 h a 20.00 h;De 15.30 h a 20.00 h;De 10.00 h a 13.30 h i de 15.30 h a 20.00 h;De 15.30 h a 20.00 h;De 10.00 h a 13.30 h i de 15.30 h a 20.00 h;De 10.00 h a 13.30 h;Tancat;08278;Taradell;6854;24;Osona;"<p class='observaciones'> <strong>Observacions de l'horari: </strong> <span><p><strong style='line-height: 1.4;'><span style='line-height: 16.8px;'></span></strong></p> <p><strong>Festius 2026</strong>: 6 de gener </p> <p><strong>Festius locals 2026: </strong>20 de gener</p> <p><b>Horari especial</b> <strong>2026</strong>: 24 i 31 de desembre obert només matí: 10-13.30.</p> <p><strong>Dies de tancament adicionals: </strong>2 i 4 d'abril | 5 i 7 de desembre</p> <p><span style='text-align: justify; line-height: 1.4;'></span></p></span> </p>";"<p class='observaciones'><strong>Observacions de l'horari: </strong><span><p><strong>Horari d'estiu: del 27 de juny al 26 de setembre, ambdós inclosos.</strong></p> <p><strong>Dissabtes: </strong>Durant l'horari d'estiu, els dissabtes la biblioteca romandrà tancada. </p> <p><strong>Festius 2026</strong>:  24 juny | 15 d'agost | 11 de setembre </p> <p><strong>Festius locals 2026: </strong> 25 d'agost</p> <p><strong>Vacances</strong><strong> d'estiu</strong> <strong>2026</strong>: del 17 al 25 d'agost, ambdós inclosos.</p> <p> </p> <p><span style='text-align: justify; line-height: 1.4;'></span></p></span></p>"
ovi1;Biblioteca Pilarin Bayés. Vic;matí: de 10 h a 14 h | tarda: de 16 h a 20 h;matí: de 10 h a 14 h | tarda: de 16 h a 20 h;matí: de 10 h a 14 h | tarda: de 16 h a 20 h;matí: de 10 h a 14 h | tarda: de 16 h a 20 h;matí: de 10 h a 14 h | tarda: de 16 h a 20 h;TANCAT;TANCAT;de 9.30 h a 20 h;de 9.30 h a 20 h;de 9.30 h a 20 h;de 9.30 h a 20 h;de 9.30 h a 20 h;matí: de 10 h a 14 h | tarda: de 16 h a 19 h;TANCAT;08298;Vic;50796;24;Osona;"<p class='observaciones'><strong> L'horari d'hivern comença el dia:</strong> <span>11 de setembre</span></p> <p class='observaciones'> <strong>Observacions de l'horari: </strong> <span><p style='margin-bottom:12.75pt;line-height:14.4pt;background:white;'><em><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>* La biblioteca romandrà tancada els següents dies festius:</span></span></span></em></p> <p style='margin-bottom:0cm;line-height:normal;'><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>- 11 de setembre (Diada de Catalunya)</span></span></span></p> <p style='margin-bottom:0cm;line-height:normal;'><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>- 12 de setembre</span></span></span></p> <p style='margin-bottom:0cm;line-height:normal;'><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>- 12 d'octubre (Festa Nacional d'Espanya</span></span></span><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>)</span></span></span></p> <p style='margin-bottom:0cm;line-height:normal;'><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>- 1 de novembre (Tots Sants)</span></span></span></p> <p style='margin-bottom:0cm;line-height:normal;'><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>- 6 de desembre (Dia de la Constitució)</span></span></span></p> <p style='margin-bottom:0cm;line-height:normal;'><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>- 8 de desembre (La Puríssima) </span></span></span></p> <p style='margin-bottom:0cm;line-height:normal;'><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>- 24 de desembre (vigília de Nadal)</span></span></span></p> <p style='margin-bottom:0cm;line-height:normal;'><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>- 25 de desembre (Nadal)</span></span></span></p> <p style='margin-bottom:0cm;line-height:normal;'><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>- 26 de desembre (Sant Esteve) </span></span></span></p> <p style='margin-bottom:0cm;line-height:normal;'><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>- 31 de desembre (Cap d'Any)</span></span></span></p> <p style='margin-bottom:0cm;line-height:normal;'><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>- 1 de gener (Any Nou)</span></span></span></p> <p style='margin-bottom:0cm;line-height:normal;'><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>- 5 de gener (Vigília de Reis): de 9.30 a 15.00 h</span></span></span></p> <p style='margin-bottom:0cm;line-height:normal;'><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>- 6 de gener (Reis) </span></span></span></p> <p style='margin-bottom:0cm;line-height:normal;'><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>- 3 d'abril (Divendres Sant) </span></span></span></p> <p style='margin-bottom:0cm;line-height:normal;'><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>- 4 d'abril (Dissabte Sant)</span></span></span></p> <p style='margin-bottom:0cm;line-height:normal;'><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>- 6 d'abril (Dilluns de Pasqua)</span></span></span></p> <p style='margin-bottom:0cm;line-height:normal;'><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>- 1 de maig (Dia del Treball) </span></span></span></p> <p style='margin-bottom:0cm;line-height:normal;'><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>- 25 de maig (festa local) </span></span></span></p> <p style='margin-bottom:0cm;line-height:normal;'> </p> <p style='margin-bottom:0cm;line-height:normal;'><em>Amb motiu de la convocatòria de vaga indefinida de divendres i dissabtes, els horaris i els serveis de la biblioteca es poden veure afectats. Es recomana consultar prèviament per confirmar-ne l’horari d’obertura i la disponibilitat dels serveis telefònicament. </em></p></span> </p>";"<p class='observaciones'><strong>L'horari d'estiu comença el dia:</strong> <span>24 de juny</span></p> <p class='observaciones'><strong>Observacions de l'horari: </strong><span><p style='margin-bottom:12.75pt;line-height:14.4pt;background:white;'><em><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>* La biblioteca romandrà tancada els següents dies festius:</span></span></span></em></p> <p style='margin-bottom:0cm;line-height:normal;'><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>- 23 de juny<span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>:<span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'> de 9.30 a 15.00 h</span></span></span></span></span></span></span></span></span></p> <p style='margin-bottom:0cm;line-height:normal;'><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>- 24 de juny (Sant Joan</span></span></span><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>) </span></span></span></p> <p style='margin-bottom:0cm;line-height:normal;'><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>- 6</span></span></span><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'> de juliol (festa local, Festa Major)<br> - 15 d'agost (L'Assumpció) </span></span></span></p> <p> </p> <p><em>Amb motiu de la convocatòria de vaga indefinida de divendres, els horaris i els serveis de la biblioteca es poden veure afectats. Es recomana consultar prèviament per confirmar-ne l’horari d’obertura i la disponibilitat dels serveis telefònicament. </em></p> <p> </p></span></p>"
pmj1;Biblioteca. Santa Margarida i els Monjos;De 15:00 a 19:30 h;De 15:00 a 19:30 h;De 15:00 a 19:30 h;De 15:00 a 19:30 h;De 10 a 14 h;Tancat;Tancat;De 15h a 19:30h;De 15h a 19:30h;De 10h a 13:30h i de 15h a 19:30h;De 15h a 19:30h;De 10h a 13:30h i 15h a 19:30h;Els dissabtes d'obertura, de 10h a 13:30h;Tancat;08251;Santa Margarida i els Monjos;7806;3;Alt Penedès;<p class='observaciones'><strong> L'horari d'hivern comença el dia:</strong> <span>14 de setembre</span></p> <p class='observaciones'> <strong>Observacions de l'horari: </strong> <span><p>Horari d'hivern fins al 7 de juny</p> <p>Obert els següents dissabtes del 2026 al matí:</p> <div class='portlet-msg-info'><b>7 demarç, 11 d'abril, 9 de maig6 de juny</b></div> <p> </p> <p> </p></span> </p>;<p class='observaciones'><strong>L'horari d'estiu comença el dia:</strong> <span>08 de juny</span></p> <p class='observaciones'><strong>Observacions de l'horari: </strong><span><p> </p> <p>- Amb motiu de la convocatòria de vaga, els horaris i els serveis de les biblioteques de la Xarxa de Biblioteques Municipals es poden veure afectats.</p> <p>- El dimarts 23 de juny, la biblioteca obrirà només al matí, de 10h a 14h</p> <p>- El dilluns 20 de juliol, tancat per Festa Major local</p></span></p>
pms1;Biblioteca Neus Català i Pallejà. Sant Martí Sarroca;de 15:00 a 20:00 h;de 15:00 a 20:00 h;de 15:00 a 20:00 h;de 15:00 a 20:00 h;de 9 a 14 h;Tancat;Tancat;de 15:30 a 20 h;de 15:30 a 20 h;de 10 a 13 h / de 15:30 a 20 h;de 15:30 a 20 h;de 15:30 a 20 h;de 10 a 13 h;Tancat;08227;Sant Martí Sarroca;3485;3;Alt Penedès;"<p class='observaciones'><strong> L'horari d'hivern comença el dia:</strong> <span>14 de setembre</span></p> <p class='observaciones'> <strong>Observacions de l'horari: </strong> <span><p style='margin-bottom:12.75pt;line-height:14.4pt;background:white;'><em><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>* La biblioteca romandrà tancada els següents dies festius:</span></span></span></em></p> <p style='margin-bottom:0cm;line-height:normal;'><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>- del 2 al 6 d'abril (Setmana Santa)</span></span></span></p> <p style='margin-bottom:0cm;line-height:normal;'><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>- 1 i 2 de maig (Primer de Maig)<br> - 12 d'octubre (Festa Nacional d'Espanya)</span></span></span></p> <p style='margin-bottom:0cm;line-height:normal;'><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>- 11 de novembre (Festa Major Petita)</span></span></span></p> <p style='margin-bottom:0cm;line-height:normal;'><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>- 7 i 8 de desembre (Immaculada Concepció)</span></span></span></p> <p style='margin-bottom:0cm;line-height:normal;'><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>- del 24 de desembre al 6 de gener (vacances de Nadal)</span></span></span></p> <p style='margin-bottom:0cm;line-height:normal;'> </p> <p style='margin-bottom:0cm;line-height:normal;'> </p> <p style='margin-bottom:0cm;line-height:normal;'> </p> <p style='margin-bottom:0cm;line-height:normal;'> </p></span> </p>";"<p class='observaciones'><strong>L'horari d'estiu comença el dia:</strong> <span>25 de juny</span></p> <p class='observaciones'><strong>Observacions de l'horari: </strong><span><p style='margin-bottom:12.75pt;line-height:14.4pt;background:white;'><em><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>* La biblioteca romandrà tancada els següents dies festius:</span></span></span></em></p> <p style='margin-bottom:0cm;line-height:normal;'><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>- 23 de juny (obert en horari de matí)</span></span></span></p> <p style='margin-bottom:0cm;line-height:normal;'><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>- 24 de juny (Sant Joan)</span></span></span><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'></span></span></span></p> <p style='margin-bottom:0cm;line-height:normal;'><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>- 20 de juliol (Festa Major)</span></span></span></p> <p style='margin-bottom:0cm;line-height:normal;'><span style='color:gray;'><span style='font-family:arial,sans-serif;'><span style='font-size:10.5pt;'>- 15 d'agost (Assumpció de la Mare de Déu)<br> - 11 i 12 de setembre (Diada Nacional de Catalunya)</span></span></span></p> <p style='margin-bottom:0cm;line-height:normal;'> </p> <p style='margin-bottom:0cm;line-height:normal;'>La Biblioteca romandrà tancada per vacances de l'1 al 5 de setembre.</p> <p style='margin-bottom:0cm;line-height:normal;'> </p> <p style='margin-bottom:0cm;line-height:normal;'> </p> <p style='margin-bottom:0cm;line-height:normal;'> </p></span></p>"
pps1;Biblioteca Maria Àngels Torrents i Rosés. Sant Pere de Riudebitlles;De 15 a 20 h;De 15 a 20 h;De 15 a 20 h;De 9 a 13 h i de 15 a 20 h;De 9 a 13 h;Tancat;Tancat;De 15 a 20 h;De 15 a 20 h;De 15 a 20 h;De 9 a 13 h i de 15 a 20 h;De 15 a 20 h;De 10 a 13 h;Tancat;08232;Sant Pere de Riudebitlles;2516;3;Alt Penedès;<p class='observaciones'><strong> L'horari d'hivern comença el dia:</strong> <span>14 de setembre</span></p> <p class='observaciones'> <strong>Observacions de l'horari: </strong> <span><p> </p> <p><strong>              </strong></p></span> </p>;<p class='observaciones'><strong>L'horari d'estiu comença el dia:</strong> <span>22 de juny</span></p> <p class='observaciones'><strong>Observacions de l'horari: </strong><span><p><strong>23 de juny de 2026</strong>: Obert matí de 9 a 13h</p> <p><strong>Vacances d'estiu 2026: </strong></p> <p>Tancat de l'1 al 23 d'agost, ambdós inclosos.</p></span></p>
pqm1;Biblioteca Joan Sardà i Lloret. Sant Quintí de Mediona;De 16 a 20 h;De 16 a 20 h;De 10 a 13.30 h - De 16 a 20 h;De 16 a 20 h;De 16 a 20 h;Tancat;Tancat;De 16 a 20 h;De 16 a 20 h;De 10 a 13.30 h - De 16 a 20 h;De 16 a 20 h;De 16 a 20 h;De 10 a 13.30 h;Tancat;08236;Sant Quintí de Mediona;2580;3;Alt Penedès;<p class='observaciones'><strong> L'horari d'hivern comença el dia:</strong> <span>16 de setembre</span></p> <p class='observaciones'> <strong>Observacions de l'horari: </strong> <span><p><strong>-3 (divendres ) al 6 (diluns) d'abril 2026. Setmana Santa. Tancat</strong></p> <p><strong>-4 de maig 2026 (dilluns). Festa local. Sant Antoni de les malalties. Tancat</strong></p> <p><strong>-30 d'octubre 2026 (divendres). Festa local. Sant Quintí. Tancat</strong></p> <p><strong>-24 de desembre 2026 (dijous). Tancat</strong></p> <p><strong>-31 de desembre 2026 (dijous). Tancat </strong></p> <p> </p> <p> </p> <p> </p> <p> </p> <p> </p> <p> </p></span> </p>;<p class='observaciones'><strong>L'horari d'estiu comença el dia:</strong> <span>15 de juny</span></p> <p class='observaciones'><strong>Observacions de l'horari: </strong><span><p><strong>Horari d'estiu</strong>: del 15 de juny al 15 de setembre</p> <p><strong>Vacances:</strong> tot l'agost</p> <p> </p> <p> </p></span></p>
psa1;Biblioteca Ramon Bosch de Noya. Sant Sadurní d'Anoia;De 15:30 a 20.00;De 15:30 a 20.00;De 15:30 a 20.00;De 09.30 a 13:30;De 09.30 a 13.30;Tancat;Tancat;15:30 - 20:00;09:30 - 13:30 i 15:30 a 20:00;09:30 - 13:30 i 15:30 a 20:00;09:30 - 13:30 i 15:30 a 20:00;09:30 - 13:30 i 15:30 a 20:00;09:30 - 13:30;Tancat;08240;Sant Sadurní d'Anoia;12911;3;Alt Penedès;"<p class='observaciones'><strong> L'horari d'hivern comença el dia:</strong> <span>07 de setembre</span></p> <p class='observaciones'> <strong>Observacions de l'horari: </strong> <span><p><span style='font-size:12pt'><span style='font-family:&quot;Times New Roman&quot;,serif'><span style='font-family:&quot;Calibri&quot;,sans-serif'><span style='color:#262626'></span></span></span></span><span style='font-size:12pt'><span style='font-family:&quot;Times New Roman&quot;,serif'><b><span style='font-family:&quot;Calibri&quot;,sans-serif'><span style='color:#262626'>DIES DE TANCAMENT 2026</span></span></b></span></span></p> <p><span style='font-size:12pt'><span style='font-family:&quot;Times New Roman&quot;,serif'><span style='font-family:&quot;Calibri&quot;,sans-serif'><span style='color:#262626'></span></span></span></span></p> <p>Dilluns 5 de gener a la tarda</p> <p>Dimarts 24 de febrer al matí</p> <p>Dimarts 19 de maig al matí</p> <p>Dissabte 4 d'abril al matí</p> <p>Divendres 5 de juny a la tarda </p> <p>Tancat del 27 de juliol al 16 d’agost</p> <p>Dissabte 12 de setembre al matí</p> <p>Dimarts 17 de novembre al mati</p> <p>Dilluns 7 de desembre a la tarda</p> <p>Dijous 24 de desembre a la tarda</p> <p>Tancat del 28 al 31 de desembre</p> <p> </p> <p>Horaris durant la convocatòria de vaga</p> <p>Amb motiu de la convocatòria de vaga, els horaris i els serveis de les biblioteques de la Xarxa de Biblioteques Municipals es poden veure afectats.</p> <p>A les Biblioteques de Barcelona (Barcelona ciutat), les afectacions es poden produir qualsevol dia de la setmana. A la resta de biblioteques de la Xarxa de Biblioteques Municipals (XBM), les incidències es poden produir principalment els divendres i dissabtes.</p> <p>Es recomana consultar prèviament amb la biblioteca de referència per confirmar-ne l’horari d’obertura i la disponibilitat dels serveis telefònicament o per correu electrònic. Podeu consultar les dades de contacte aquí: Busca una biblioteca.</p> <p>Recorda que podeu accedir als serveis digitals de la Xarxa de Biblioteques Municipals i al préstec de continguts digitals a través de Biblio Digital.</p> <p>Disculpa les molèsties que aquesta situació pugui ocasionar.</p> <p> </p> <p><font color='#4a4a4a'><font face='Lato, sans-serif'><span style='font-size:14px'><span style='background-color:#ffffff'></span></span></font></font></p></span> </p>";<p class='observaciones'><strong>L'horari d'estiu comença el dia:</strong> <span>22 de juny</span></p> <p class='observaciones'><strong>Observacions de l'horari: </strong><span><p><b>HORARI D’ESTIU 2026</b></p> <p>Del 22 de juny al 6 de setembre</p> <p>Tardes de dilluns, dimarts i dimecres de 15:30 a 20:00</p> <p>Matins de dijous i divendres de 09:30 a 13:30</p> <p> </p> <p>Horaris durant la convocatòria de vaga</p> <p>Amb motiu de la convocatòria de vaga, els horaris i els serveis de les biblioteques de la Xarxa de Biblioteques Municipals es poden veure afectats.</p> <p>A les Biblioteques de Barcelona (Barcelona ciutat), les afectacions es poden produir qualsevol dia de la setmana. A la resta de biblioteques de la Xarxa de Biblioteques Municipals (XBM), les incidències es poden produir principalment els divendres i dissabtes.</p> <p>Es recomana consultar prèviament amb la biblioteca de referència per confirmar-ne l’horari d’obertura i la disponibilitat dels serveis telefònicament o per correu electrònic. Podeu consultar les dades de contacte aquí: Busca una biblioteca.</p> <p>Recorda que podeu accedir als serveis digitals de la Xarxa de Biblioteques Municipals i al préstec de continguts digitals a través de Biblio Digital.</p> <p>Disculpa les molèsties que aquesta situació pugui ocasionar.</p> <p> </p> <p> </p> <p> </p> <p> </p></span></p>
pvp1;Biblioteca Torras i Bages. Vilafranca del Penedès;De 15 a 20 h;De 9:30 a 13:30 h i de 15 a 20 h;De 15 a 20 h;De 15 a 20 h;De 9:30 a 14 h;Tancat;Tancat;De 15 a 20h;De 10 a 13.30h i de 15 a 20h;De 10 a 13.30h i de 15 a 20h;De 10 a 13.30h i de 15 a 20h;De 10 a 13.30h i de 15 a 20h;De 10 a 13.30h;Tancat;08305;Vilafranca del Penedès;42607;3;Alt Penedès;<p class='observaciones'><strong> L'horari d'hivern comença el dia:</strong> <span>14 de setembre</span></p> <p class='observaciones'> <strong>Observacions de l'horari: </strong> <span><h4>Horari d'hivern</h4> <p>De l'1 de gener al 23 de juny (ambdos inclosos) i del 14 de setembre al 31 de desembre (ambdos inclosos).</p> <p><b>Durant aquest període, la biblioteca tancarà els següents dies:</b><br> 1 de gener<br> 5 i 6 de gener<br> del 3 al 6 d'abril (ambdós inclosos)<br> 1 i 2 de maig<br> 1 de novembre<br> 7 i 8 de desembre<br> 25 i 26 de desembre</p> <p><strong>Horari especial: només matí</strong><br> 2 d'abril <strong>(de 9:30 a 14 h)</strong><br> 23 de juny <strong>(9.30 a 14h)</strong><br> 24 de desembre <strong>(9.30 a 13h) </strong><br> 31 de desembre <strong>(9.30 a 13h)</strong></p></span> </p>;<p class='observaciones'><strong>L'horari d'estiu comença el dia:</strong> <span>24 de juny</span></p> <p class='observaciones'><strong>Observacions de l'horari: </strong><span><h4>Horari d'estiu</h4> <p>Del 24 de juny al 13 de setembre, ambdós inclosos.</p> <p><b>Durant el període estival, la biblioteca tancarà els següents dies:</b><br> 24 de juny<br> 28 d’agost<br> 31 d’agost i 1 de setembre<br> 11 i 12 de setembre</p></span></p>
raf1;Biblioteca les Escoles Velles. Aiguafreda;de 16:00 a 20:00h;de 16:00 a 20:00h;de 10:00 a 13:00h i de 16:00 a 20:00h;de 16:00 a 20:00h;de 16:00 a 20:00h;TANCAT;TANCAT;de 16:00 a 20:00h;de 16:00 a 20:00h;de 10:00 a 13:00h i de 16:00 a 20:00h;de 16:00 a 20:00h;de 16:00 a 20:00h;de 10:00 a 13:00h;TANCAT;08014;Aiguafreda;2569;24;Osona;<p class='observaciones'><strong> L'horari d'hivern comença el dia:</strong> <span>01 d’octubre</span></p> <p class='observaciones'> <strong>Observacions de l'horari: </strong> <span><p><strong>La biblioteca estarà tancada les festes laborals que marca el calendari oficial per a l'any 2026 a Catalunya i els dies següents:</strong></p> <p>Dimarts 6 de gener, tancat.</p> <p>SETMANA SANTA: Del 3 al 6 d'abril, ambdós inclosos.</p> <p>De l'1 al 3 de maig.</p> <p>Dilluns 25 de maig.</p> <p>SANT JOAN: 24 de juny.</p> <p>VACANCES D'ESTIU: Del 3 al 21 d'agost.</p> <p><strong>Canvis d'horari:</strong></p> <p>Dilluns 5 de gener, horari de matí.</p> <p>Dimarts 23 de juny, horari de matí.</p></span> </p>;<p class='observaciones'><strong>L'horari d'estiu comença el dia:</strong> <span>01 de juny</span></p>
rav1;Biblioteca Municipal Joana Raspall i Juanola. Sant Antoni de Vilamajor;De 15.30h a 20.00h;De 15.30h a 20.00h;De 9.30h a 13.30h i de 15.30h a 20h;De 15.30h a 20.00h;De 15.30h a 20.00h;Tancat;Tancat;De 15.30h a 20.00h;De 15.30h a 20.00h;De 9.30h a 13.30h i de 15.30h a 20.00h;De 15.30h a 20.00h;De 15.30h a 20.00h;Tancat;Tancat;08198;Sant Antoni de Vilamajor;6724;41;Vallès Oriental;<p class='observaciones'><strong> L'horari d'hivern comença el dia:</strong> <span>26 de setembre</span></p> <p class='observaciones'> <strong>Observacions de l'horari: </strong> <span><p>Festa local: 16 de gener de 2026</p> <p>Setmana Santa: del 2 al 6 d'abril de 2026</p> <p>Dies festius: del 6 al 8 de desembre</p> <p>Vacances de Nadal: del 1 de desembre de 2026 al 6 de gener de 2027.</p></span> </p>;<p class='observaciones'><strong>L'horari d'estiu comença el dia:</strong> <span>20 de juny</span></p> <p class='observaciones'><strong>Observacions de l'horari: </strong><span><p>Canvi d'horari: 23 de juny horari de matí.</p> <p>Vacances d'estiu: del 4 al 21 d'agost de 2026.</p></span></p>
rbr1;Biblioteca. Bigues i Riells del Fai;De 10 h a 13.30 h;De 10 h a 13.30 h | De 15.30 h a 20 h;De 10 h a 13.30 h;De 10 h a 13.30 h | De 15.30 h a 20 h;De 10 h a 13.30 h;TANCAT;TANCAT;De 15 h a 20 h;De 15 h a 20 h;De 15 h a 20 h;De 10 h a 13 h | De 15 h a 20 h;De 15 h a 20 h;De 10 h a 13 h;TANCAT;08023;Bigues i Riells del Fai;10139;41;Vallès Oriental;<p class='observaciones'><strong> L'horari d'hivern comença el dia:</strong> <span>07 de setembre</span></p> <p class='observaciones'> <strong>Observacions de l'horari: </strong> <span><p>Amb motiu de la convocatòria de vaga, els horaris i els serveis de les biblioteques de la Xarxa de Biblioteques Municipals es poden veure afectats.</p> <p>Les afectacions es poden produir els divendres i dissabtes.</p> <p>Es recomana consultar prèviament amb la biblioteca per confirmar-ne l’horari d’obertura i la disponibilitat dels serveis telefònicament o per correu electrònic. </p></span> </p>;<p class='observaciones'><strong>L'horari d'estiu comença el dia:</strong> <span>15 de juny</span></p> <p class='observaciones'><strong>Observacions de l'horari: </strong><span><p>La biblioteca de Bigues i Riells del fai tancarà de l'1 al 29 d'agost per vacances. </p> <p>Amb motiu de la convocatòria de vaga, els horaris i els serveis de les biblioteques de la Xarxa de Biblioteques Municipals es poden veure afectats.</p> <p>Les afectacions es poden produir els divendres i dissabtes.</p> <p>Es recomana consultar prèviament amb la biblioteca per confirmar-ne l’horari d’obertura i la disponibilitat dels serveis telefònicament o per correu electrònic. </p></span></p>
rcd1;Biblioteca Marc de Vilalba. Cardedeu;De 15.30 a 20 h.;De 10 a 14 h. i de 15.30 a 20 h.;De 15.30 a 20 h.;De 10 a 14 h. i de 15.30 a 20 h.;De 15.30 a 20 h.;Tancat;Tancat;De 15.30 a 20 h.;De 10 a 14 h. i de 15.30 a 20 h.;De 15.30 a 20 h.;De 10 a 14 h. i de 15.30 a 20 h.;De 15.30 a 20 h.;De 10 a 14 h.;Tancat;08046;Cardedeu;19046;41;Vallès Oriental;<p class='observaciones'><strong> L'horari d'hivern comença el dia:</strong> <span>13 de setembre</span></p>;<p class='observaciones'><strong>L'horari d'estiu comença el dia:</strong> <span>27 de juny</span></p> <p class='observaciones'><strong>Observacions de l'horari: </strong><span><p>Inici horari d’estiu 27/06/2026 – Final horari d’estiu 12/09/2026</p></span></p>
