biblioteca_id;biblioteca_nom;horari_estiu_dilluns;horari_estiu_dimarts;horari_estiu_dimecres;horari_estiu_dijous;horari_estiu_divendres;horari_estiu_dissabte;horari_estiu_diumenge;horari_hivern_dilluns;horari_hivern_dimarts;horari_hivern_dimecres;horari_hivern_dijous;horari_hivern_divendres;horari_hivern_dissabte;horari_estiu_diumenge;INE5;municipi_nom;nombre_habitants;comarca_codi;comarca_nom;observacions_hivern;observacions_estiu
csb8;Biblioteca de Ponent. Sabadell;De 15:30 h a 20:30 h;De 10 h a 13:30 h i de 15:30 h a 20:30 h;De 15:30 h a 20:30 h;De 10 h a 13:30 h i de 15:30 h a 20:30 h;De 9:30 h a 14:30 h;Tancat;Tancat;De 15:30 h a 20:30 h;De 10 h a 13:30 h i de 15:30 h a 20:30 h;De 15:30 h a 20:30 h;De 10 h a 13:30 h i de 15:30 h a 20:30 h;De 15:30 h a 20:30 h;De 09:30 h a 14 h;Tancat;08187;Sabadell;225368;40;Vallès Occidental;<p class='observaciones'><strong> L'horari d'hivern comença el dia:</strong> <span>31 d’agost</span></p> <p class='observaciones'> <strong>Observacions de l'horari: </strong> <span><p><strong>------------------------------------------------------------------------------------------------------------------------------------------------------------------</strong></p> <p><strong>Amb motiu de la convocatòria de vaga, els horaris i els serveis de les biblioteques de la Xarxa de Biblioteques Municipals es poden veure afectats.</strong></p> <p><strong>Les incidències es poden produir principalment els divendres i dissabtes.</strong></p> <p><strong>Es recomana consultar prèviament amb la biblioteca de referència per confirmar-ne l’horari d’obertura i la disponibilitat dels serveis telefònicament o per correu electrònic. </strong></p> <p><strong>Recordeu que podeu accedir als serveis digitals de la Xarxa de Biblioteques Municipals i al préstec de continguts digitals a través de Biblio Digital.</strong></p> <p><strong>Disculpeu les molèsties que aquesta situació pugui ocasionar.</strong></p> <p><strong>------------------------------------------------------------------------------------------------------------------------------------------------------------------</strong></p> <p>Horari d'hivern: a partir del dia 31 d'agost</p> <p>Ponts i festes locals: 3, 4, 5 i 6 d'abril, 1, 9 i 11 de maig, 24 de juny, 5, 7, 11 i 12 de setembre, 12 d'octubre, 1 de novembre, 6, 7 i 8 de desembre de 2026. (el 23 i 24 de juny la bústia de retorn 24 h romandrà tancada). </p> <p>Amb motiu de les festes de Nadal, la biblioteca romandrà tancada del 25 de desembre de 2026 al 10 de gener de 2027, ambdós inclosos. <u>La bústia de retorn també romandrà tancada. </u></p> <p>Consulteu els <a href='https://www.sabadell.cat/ca/serveis-bims/horaris/horaris-especials' target='_blank'>horaris especials</a> de períodes de vacances, festius i ponts. </p></span> </p>;<p class='observaciones'><strong>L'horari d'estiu comença el dia:</strong> <span>22 de juny</span></p> <p class='observaciones'><strong>Observacions de l'horari: </strong><span><p><strong>------------------------------------------------------------------------------------------------------------------------------------------------------------------</strong></p> <p><strong>Amb motiu de la convocatòria de vaga, els horaris i els serveis de les biblioteques de la Xarxa de Biblioteques Municipals es poden veure afectats.</strong></p> <p><strong>Les incidències es poden produir principalment els divendres i dissabtes.</strong></p> <p><strong>Es recomana consultar prèviament amb la biblioteca de referència per confirmar-ne l’horari d’obertura i la disponibilitat dels serveis telefònicament o per correu electrònic. </strong></p> <p><strong>Recordeu que podeu accedir als serveis digitals de la Xarxa de Biblioteques Municipals i al préstec de continguts digitals a través de Biblio Digital.</strong></p> <p><strong>Disculpeu les molèsties que aquesta situació pugui ocasionar.</strong></p> <p><strong>------------------------------------------------------------------------------------------------------------------------------------------------------------------</strong></p> <p>Consulteu els <a href='https://www.sabadell.cat/ca/serveis-bims/horaris/horaris-especials'>horaris especials</a> de períodes de vacances, festius i ponts.</p></span></p>
csm1;Biblioteca Frederic Alfonso i Orfila. Sentmenat;De 10 h a 13.30 h;De 10 h a 13.30 h i de 15:30 h a 20 h;De 10 h a 13.30 h;De 10 h a 13.30 h i de 15:30 h a 20 h;De 10 h a 13.30 h;Tancat;Tancat;De 15:30 h a 20 h;De 15:30 h a 20 h;De 15:30 h a 20 h;De 10 h a 13 h i de 15:30 h a 20 h;De 15:30 h a 20 h;De 10 h a 13.30 h;Tancat;08267;Sentmenat;9548;40;Vallès Occidental;<p class='observaciones'><strong> L'horari d'hivern comença el dia:</strong> <span>08 de setembre</span></p> <p class='observaciones'> <strong>Observacions de l'horari: </strong> <span><p> </p> <p>Per Setmana Santa tancarem de dijous 2 al dimarts 7 d'abril. Per Festa Major dilluns 7 de setembre i per la festivitat de Sant Menna  dimecres 11 de novembre la biblioteca romandrà tancada.</p> <p>Per Nadal tancarem la biblioteca del 24 de desembre fins el 4 de gener de 2027</p> <p> </p></span> </p>;<p class='observaciones'><strong>L'horari d'estiu comença el dia:</strong> <span>22 de juny</span></p> <p class='observaciones'><strong>Observacions de l'horari: </strong><span><p> </p> <p>Farem vacances del 3 al 21 d'agost. </p></span></p>
cts1;Biblioteca Central. Terrassa;de 9 h a 14 h i de 15:30 a 20 h.;de 9 h a 14 h i de 15:30 a 20 h;de 9 h a 14 h i de 15:30 a 20 h.;de 9 h a 14 h i de 15:30 a 20 h.;de 9 h a 14 h i de 15:30 a 20 h.;de 9 h a 14 h.;tancat;de 9 h a 20 h.;de 9 h a 20 h.;de 9 h a 20 h.;de 9 h a 20 h.;de 9 h a 20 h.;de 9 h a 19 h.;tancat;08279;Terrassa;233270;40;Vallès Occidental;"<p class='observaciones'><strong> L'horari d'hivern comença el dia:</strong> <span>07 de setembre</span></p> <p class='observaciones'> <strong>Observacions de l'horari: </strong> <span><p> </p> <p><meta charset='UTF-8'><meta name='viewport' content='width=device-width, initial-scale=1.0'></p> <title></title> <style type='text/css'>p { margin: 0; /* Elimina el marge superior i inferior dels paràgrafs */ padding: 0; /* Elimina el padding, si n'hi ha */ } ul { margin: 0; /* Elimina el marge dels llistats */ padding-left: 20px; /* Manté el padding per a l'alineació */ } li { margin-bottom: 4px; /* Redueix l'espai entre elements de la llista */ } </style> <p> </p> <p><b>Horari d'hivern: </b><br> Vigent a partir del 7 de setembre. </p> <p> </p> <p>11 setembre – tancat (festiu)<br> 12 setembre – tancat<br> 12 octubre – tancat (festiu)<br> 31 octubre – tancat (pont castanyada)<br> 1 novembre – tancat (festiu Tots Sants)<br> 8 de desembre – tancat (festiu)<br> 24 desembre – tancat tarda previ festiu (horari 9:30 a 14h)<br> 25, 26 desembre – tancat (festius)<br> 31 desembre – tancat tarda previ festiu (horari 9:30 a 14h)<br> 1 gener 2027 – tancat festiu cap d’any<br> 2 gener 2027 - tancat <br> 5 de gener de 2027 – tarda tancada, previ festiu (horari 9:30 a 14h)<br> 6 de gener 2027 - tancat festiu, Reis</p> <p> </p> <p>Es deixen d'oferir serveis 15 minuts abans del tancament de la biblioteca.</p> <p> </p></span> </p>";<p class='observaciones'><strong>L'horari d'estiu comença el dia:</strong> <span>25 de juny</span></p> <p class='observaciones'><strong>Observacions de l'horari: </strong><span><p> </p> <p><b>Horari d'estiu: </b><br> Del 25 de juny al 5 de setembre del 2026.<br> De dilluns a divendres, de 9 h a 14 h i de 15:30 a 20:00 h. <br> Dissabte, de 9 h a 14 h. </p> <p><strong>Dates de tancament i horaris especials estiu 2026:</strong><br> Biblioteca tancada:<br> 24 de juny – tancat (festiu Sant Joan)<br> 4 juliol – tancat (dissabte pont Festa Major)<br> 6 juliol – tancat Festa Major<br> 15 agost – tancat (festiu)</p> <p> </p> <p>Es deixen d'oferir serveis 15 minuts abans del tancament de la biblioteca.</p></span></p>
cts2;Biblioteca Districte 6. Terrassa;De 16 h a 20 h;De 16 h a 20 h;De 9:30 h a 13:30h i de 16 h a 20 h;De 16 h a 20 h;De 16 h a 20 h;Tancat;Tancat;De 16 h a 20 h;De 9:30 h a 13:30 h i de 16 h a 20 h;De 9:30 h a 13:30 h i de 16 h a 20 h;De 9:30 h a 13:30 h i de 16 h a 20 h;De 9:30 h a 13:30 h i de 16 h a 20 h;De 10 h a 14 h;Tancat;08279;Terrassa;233270;40;Vallès Occidental;<p class='observaciones'><strong> L'horari d'hivern comença el dia:</strong> <span>06 de setembre</span></p> <p class='observaciones'> <strong>Observacions de l'horari: </strong> <span><p><strong>L'horari d'hivern comença el dia</strong>: 06 de setembre</p> <p><strong>Observacions de l'horari:</strong></p> <p><strong>Horari Setmana Santa 2026</strong></p> <p>La biblioteca romandrà tancada des del dilluns 30 de març fins al dilluns 06 d'abril, ambdós inclosos.</p> <p><strong>Horari de Nadal 2026</strong> vigent del 21 de desembre de 2026 al 2 de gener de 2027</p> <p>            - De dilluns a divendres de 16.00 a 20h</p> <p>            - Dimecres de 9.30 a 13.30 i de 16.00 a 20h</p> <p>            - Dissabte tancat</p> <p><strong>Consulteu les dates de tancament a les observacions generals.</strong></p> <p>Nota important: Es deixen d'oferir serveis 15 minuts abans del tancament de la biblioteca.</p> <p> </p> <p><strong>ATENCIÓ: possible afectació del servei</strong></p> <p><strong>A partir dels dies 5 i 6 de juny i els divendres i dissabtes successius, hi ha convocada una vaga indefinida del sector bibliotecari a tot Catalunya.</strong></p> <p><strong>Aquesta situació pot comportar alteracions en els horaris i en el funcionament habitual dels serveis.</strong></p> <p><strong>Disculpeu les molèsties.</strong></p></span> </p>;<p class='observaciones'><strong>L'horari d'estiu comença el dia:</strong> <span>25 de juny</span></p> <p class='observaciones'><strong>Observacions de l'horari: </strong><span><p><strong>L'horari d'estiu comença el dia:</strong> 25 de juny</p> <p><strong>Observacions de l'horari:</strong></p> <p><strong>Horari d'estiu 2026 vigent del 25 de juny al 5 de setembre</strong></p> <p>            - De dilluns a divendres de 16.00 a 20h</p> <p>            - Dimecres de 9.30 a 13.30 i de 16.00 a 20h</p> <p>            - Dissabtes tancat</p> <p><strong>Consulteu les dates de tancament a les observacions generals.</strong></p> <p>Nota important: Es deixen d'oferir serveis 15 minuts abans del tancament de la biblioteca.</p> <p> </p> <p><strong>ATENCIÓ: possible afectació del servei</strong></p> <p><strong>A partir dels dies 5 i 6 de juny i els divendres i dissabtes successius, hi ha convocada una vaga indefinida del sector bibliotecari a tot Catalunya.</strong></p> <p><strong>Aquesta situació pot comportar alteracions en els horaris i en el funcionament habitual dels serveis.</strong></p> <p><strong>Disculpeu les molèsties.</strong></p> <p> </p></span></p>
cts3;Biblioteca Districte 4. Terrassa;De 16:00 a 20:00 h;De 9:30 a 13:30 h i de 16:00 a 20:00 h;De 16:00 a 20:00 h;De 16:00 a 20:00 h;De 16:00 a 20:00 h;Tancat;Tancat;De 16:00 a 20:00 h;De 9:30 h a 13:30 i de 16 a 20:00 h;De 9:30 h a 13:30 i de 16 a 20:00 h;De 9:30 h a 13:30 i de 16 a 20:00 h;De 9:30 h a 13:30 i de 16 a 20:00 h;De 10:00h a 14:00h;Tancat;08279;Terrassa;233270;40;Vallès Occidental;<p class='observaciones'><strong> L'horari d'hivern comença el dia:</strong> <span>07 de setembre</span></p> <p class='observaciones'> <strong>Observacions de l'horari: </strong> <span><p><strong>Horari Setmana Santa 2026</strong></p> <p>La biblioteca romandrà <u>tancada </u>des del <u>dilluns 30 de març fins al dilluns 06 d'abril</u>, ambdós inclosos.</p> <hr> <p><strong>Horari de Nadal 2026 vigent del 21 de desembre de 2025 al 2 de gener de 2027</strong></p> <p>            - De dilluns a divendres de 16.00 a 20h</p> <p>            - Dimarts de 9.30 a 13.30 i de 16.00 a 20h</p> <p>            - Dissabte tancat</p> <p>Consulteu les dates de tancament a les observacions generals.</p> <hr> <p><strong>Nota important: Es deixen d'oferir serveis 15 minuts abans del tancament de la biblioteca</strong></p> <div class='overflow-auto portlet-msg-alert'>Amb motiu de la convocatòria de vaga prevista, els horaris i els serveis de la biblitoeca es poden veure afectats.</div></span> </p>;<p class='observaciones'><strong>L'horari d'estiu comença el dia:</strong> <span>25 de juny</span></p> <p class='observaciones'><strong>Observacions de l'horari: </strong><span><p><strong>Horari d'estiu 2026 vigent del 25 de juny al 5 de setembre</strong></p> <p>            - De dilluns a divendres de 16.00 a 20h</p> <p>            - Dimarts de 9.30 a 13.30 i de 16.00 a 20h</p> <p>            - Dissabtes tancat</p> <p>Consulteu les dates de tancament a les observacions generals.</p> <hr> <p><strong>Nota important: Es deixen d'oferir serveis 15 minuts abans del tancament de la biblioteca</strong></p> <div class='overflow-auto portlet-msg-alert'>Amb motiu de la convocatòria de vaga prevista, els horaris i els serveis de la biblioteca es poden veure afectats.</div></span></p>
cts4;Biblioteca Districte 2. Terrassa;De 16h a 20h.;De 16h a 20h.;De 16h a 20h.;De 16h a 20h.;De 9.30h a 13.30h i de 16h a 20h.;Tancat;Tancat;De 16h a 20h.;De 9.30h a 13.30h i de 16h a 20h.;De 9.30h a 13.30h i de 16h a 20h.;De 9.30h a 13.30h i de 16h a 20h.;De 9.30h a 13.30h i de 16h a 20h.;De 10h a 14h.;Tancat;08279;Terrassa;233270;40;Vallès Occidental;<p class='observaciones'><strong> L'horari d'hivern comença el dia:</strong> <span>05 de setembre</span></p>;<p class='observaciones'><strong>L'horari d'estiu comença el dia:</strong> <span>25 de juny</span></p>
cts5;Biblioteca Districte 5. Terrassa;16 a 20 h;9:30 a 13:30 h i de 16 a 20 h;16 a 20 h;9:30 a 13:30 h i de 16 a 20 h;16 a 20 h;Tancat;Tancat;16 a 20 h;9:30 a 13:30 h i de 16 a 20 h;16 a 20 h;9:30 a 13:30 h i de 16 a 20 h;16 a 20 h;10 a 14 h;Tancat;08279;Terrassa;233270;40;Vallès Occidental;<p class='observaciones'><strong> L'horari d'hivern comença el dia:</strong> <span>06 de setembre</span></p> <p class='observaciones'> <strong>Observacions de l'horari: </strong> <span><p><strong>Horari Setmana Santa 2026</strong></p> <p>La biblioteca romandrà tancada des del dilluns 30 de març fins al dilluns 06 d'abril, ambdós inclosos.</p></span> </p>;<p class='observaciones'><strong>L'horari d'estiu comença el dia:</strong> <span>25 de juny</span></p> <p class='observaciones'><strong>Observacions de l'horari: </strong><span><p><strong>Horari d'estiu 2026 vigent del 25 de juny al 5 de setembre</strong><br>  </p></span></p>
cts8;Biblioteca Districte 3. Terrassa;de 16 a 20 h;de 16 a 20 h;de 16 a 20 h;de 9:30 a 13:30 i de 16 a 20 h;de 16 a 20 h;tancat;tancat;de 16 a 20 h;de 9:30 a 13:30 i de 16 a 20 h;de 9:30 a 13:30 i de 16 a 20 h;de 9:30 a 13:30 i de 16 a 20 h;de 9:30 a 13:30 i de 16 a 20 h;de 10 a 14 h;tancat;08279;Terrassa;233270;40;Vallès Occidental;<p class='observaciones'><strong> L'horari d'hivern comença el dia:</strong> <span>06 de setembre</span></p> <p class='observaciones'> <strong>Observacions de l'horari: </strong> <span><p>Horari Setmana Santa 2026</p> <p>La biblioteca romandrà tancada des del dilluns 30 de març fins al dilluns 06 d'abril, ambdós inclosos.</p></span> </p>;"<p class='observaciones'><strong>L'horari d'estiu comença el dia:</strong> <span>25 de juny</span></p> <p class='observaciones'><strong>Observacions de l'horari: </strong><span><p>Horari d'estiu 2026 vigent del 25 de juny al 5 de setembre</p> <p>            - De dilluns a divendres de 16.00 a 20h</p> <p>            - Dijous de 9.30 a 13.30 i de 16.00 a 20h</p> <p>            - Dissabtes tancat</p> <p>Consulteu les dates de tancament a les observacions generals.</p> <p>Nota important: Es deixen d'oferir serveis 15 minuts abans del tancament de la biblioteca</p> <p style='box-sizing: border-box; margin-bottom: 20px; color: rgb(74, 74, 74); font-family: Lato, sans-serif;'> </p></span></p>"
cva1;Biblioteca Pere Calders. Viladecavalls;De 15.00 a 20.00;De 15.00 a 20.00;De 15.00 a 20.00;De 10.00 a 13.30 De 15.00 a 20.00;De 15.00 a 20.00;Tancat;Tancat;De 15.00 a 20.00;De 15.00 a 20.00;De 15.00 a 20.00;De 10.00 a 13.30 De 15.00 a 20.00;De 15.00 a 20.00;De 10.00 a 13.30;Tancat;08300;Viladecavalls;7817;40;Vallès Occidental;"<p class='observaciones'><strong> L'horari d'hivern comença el dia:</strong> <span>15 de setembre</span></p> <p class='observaciones'> <strong>Observacions de l'horari: </strong> <span><p><b style='box-sizing: border-box; font-family: Lato, sans-serif; color: rgb(74, 74, 74); font-size: 14px; background-color: rgb(255, 255, 255);'>DIES FESTIUS 2026</b><span style='color: rgb(74, 74, 74); font-family: Lato, sans-serif; font-size: 14px; background-color: rgb(255, 255, 255);'> </span><strong style='box-sizing: border-box; font-family: Lato, sans-serif; color: rgb(74, 74, 74); font-size: 14px; background-color: rgb(255, 255, 255);'>:</strong></p> <p>5 de gener</p> <p>Del 2 al 6 d’abril</p> <p>23 de juny</p> <p>13 de juliol</p> <p>23 de juny</p> <p>de l'1 al 30 d'agost </p> <p>11 de novembre </p> <p>7 de desembre</p> <p>24 de desembre</p> <p>30 i 31 de desembre</p> <p> </p> <p>  </p> <p> </p></span> </p>";<p class='observaciones'><strong>L'horari d'estiu comença el dia:</strong> <span>15 de juny</span></p>
cvs1;Biblioteca El Castell. Vacarisses;De 15.00 a 20.00;De 15.00 a 20.00;De 9:30 a 13:30 i de 15.00 a 20.00;De 15.00 a 20.00;De 9:30h a 13:30 i de 15.00 a 20.00;Tancat;Tancat;De 15.00 a 20.00;De 15.00 a 20.00;De 9.30 a 13.30 i de 15.00 a 20.00;De 15.00 a 20.00;De 15.00 a 20.00;De 09.30 a 13.30;Tancat;08291;Vacarisses;7729;40;Vallès Occidental;;<p class='observaciones'><strong>L'horari d'estiu comença el dia:</strong> <span>25 de juny</span></p> <p class='observaciones'><strong>Observacions de l'horari: </strong><span><div class='current markeddown hide-on-edit js-desc js-show-with-desc' dir='auto'> <p><strong>Tancament:</strong><br> 5 de gener. De l’1 al 6 d’abril . 22 de maig. Del 22 al 24 de juny. 11 de setembre. 12 d’octubre. 1 de novembre. Del 6 al 8 de desembre, 24 i 31 de desembre.<br> Tancament els dissabtes 27 de juny i 4-11-18-25 de juliol</p> <p><strong>Obertura:</strong><br> Divendres matí (26 de juny i 3-10-17-24-31 de juliol) de 9.30 a 13.30h i de 15h a 20h</p> <p><strong>Vacances d'estiu:</strong><br> De l’1 al 25 d'agost (ambdós inclosos)</p> </div></span></p>
dbg1;Biblioteca Ramon Vinyes i Cluet. Berga;De 9.30h a 14h;De 9.30h a 14h i de 16h a 20h;De 9.30h a 14h;De 9.30h a 14h i de 16h a 20h;De 9.30h a 14h;Tancat;Tancat;De 15.30 h a 20 h;De 15.30 h a 20 h;De 9.30 h a 13:30 h i de 15.30 h a 20 h;De 15.30 h a 20 h;De 9.30 h a 13:30 h i de 15.30 h a 20 h;De 9.30 h a 13.30 h;Tancat;08022;Berga;17473;14;Berguedà;<p class='observaciones'><strong> L'horari d'hivern comença el dia:</strong> <span>15 de setembre</span></p> <p class='observaciones'> <strong>Observacions de l'horari: </strong> <span><p><strong>Tancat:</strong></p> <p>5 de gener</p> <p>Del 3 de març al 6 de març.</p> <p>1 de maig</p> <p>Del 4 al 6 de juny. Tancat per festa local.</p> <p>12 d'octubre</p> <p>8 de desembre</p> <p>Del 24 de desembre al 26 de desembre</p> <p>Del 30 de desembre al 2 de gener 2027</p> <p> </p> <p><strong>Horaris especials</strong></p> <p>2 de març. Obert de 9.30h a 13.30h. Tarda tancat. </p> <p>3 de juny. Obert de 9.30h a 13.30h. Tarda tancat. </p> <p> </p> <p> </p> <p> </p> <p> </p></span> </p>;<p class='observaciones'><strong>L'horari d'estiu comença el dia:</strong> <span>15 de juny</span></p> <p class='observaciones'><strong>Observacions de l'horari: </strong><span><p>8 de setembre. Tancat per festa local. </p> <p>Horaris especials:</p> <p>23 de juny. Obert de 16h a 19h.</p> <p> </p> <p>Amb motiu de la convocatòria de vaga prevista, els horaris i els serveis de les biblioteques es poden veure afectats.</p></span></p>
dgi1;Biblioteca. Gironella;de 16:00 h a 20:30 h;de 9:30 h a 13:30 h i de 16:00 a 20:30 h;de 16:00 h a 20:30 h;de 9:30 h a 13:30 h matí i de 16:00 a 20:30 h;de 16:00 h a 20:30 h;TANCAT;Tancat;de 15:30 h a 20 h;de 9:30 h a 13:30 h i de 15:30 h a 20 h;de 15:30 h a 20:00 h;de 9:30 h a 13:30 h i de 15:30 h a 20 h;de 15:30 h a 20:00 h;de 9:30 h a 13:30 h;Tancat;08092;Gironella;5083;14;Berguedà;<p class='observaciones'><strong> L'horari d'hivern comença el dia:</strong> <span>14 de setembre</span></p> <p class='observaciones'> <strong>Observacions de l'horari: </strong> <span><p>Dissabte 25 d'abril (Sant Marc, festiu local) i dilluns 27 d'abril de 2026 - TANCAT</p></span> </p>;<p class='observaciones'><strong>L'horari d'estiu comença el dia:</strong> <span>15 de juny</span></p> <p class='observaciones'><strong>Observacions de l'horari: </strong><span><p>Sant Joan: dimarts 23 de juny obert només pel matí. Dimecres 24 de juny tancat.</p> <p>Vacances d'estiu: del 3 al 17 d'agost, biblioteca tancada. </p></span></p>
dpg1;Biblioteca Guillem de Berguedà. Puig-reig;De 15:30h a 20h;De 9:30h a 13:30h i de 15:30h a 20h;De 15:30h a 20h;De 9:30h a 13:30h i de 15:30h a 20h;De 15:30h a 20h;Tancat;Tancat;De 15:30h a 20h;De 15:30h a 20h;De 15:30h a 20h;De 9:30h a 13:30h i de 15:30h a 20h;De 15:30h a 20h;De 9:30h a 13:30h;Tancat;08175;Puig-reig;4565;14;Berguedà;<p class='observaciones'><strong> L'horari d'hivern comença el dia:</strong> <span>12 de setembre</span></p> <p class='observaciones'> <strong>Observacions de l'horari: </strong> <span><p><strong>Festius hivern 2026</strong></p> <p>A més de les festes oficials, la biblioteca estarà tancada:</p> <p>-Dimecres 11 de novembre</p> <p>-Dijous 24 de desembre</p> <p>-Dijous 31 de desembre</p> <p>-Dissabte 2 de gener</p></span> </p>;<p class='observaciones'><strong>L'horari d'estiu comença el dia:</strong> <span>01 de juny</span></p> <p class='observaciones'><strong>Observacions de l'horari: </strong><span><p><strong>Festius estiu 2026</strong></p> <p>A més de les festes oficials, la biblioteca estarà tancada:</p> <p>-  El dilluns 25 de maig, Festa Major</p> <p><strong>-  Aquest any no tancarem per vacances d'estiu</strong></p></span></p>
fcb1;Biblioteca Mn. Joan Avinyó. Cubelles;De 15 h a 20 h.;De 15 h a 20 h.;De 9.30 a 13.30 h i de 15 h a 20 h.;De 15 h a 20 h.;De 9.30 a 13.30 h;Tancat;Tancat;De 15 h a 20 h.;De 15 h a 20 h.;De 9.30 a 13.30 h i de 15 h a 20 h.;De 15 h a 20 h.;De 9.30 a 13.30 h i de 15 h a 20 h.;De 9.30 a 13.30 h.;Tancat;08074;Cubelles;17673;17;Garraf;<p class='observaciones'><strong> L'horari d'hivern comença el dia:</strong> <span>14 de setembre</span></p> <p class='observaciones'> <strong>Observacions de l'horari: </strong> <span><p>Horaris especials de 9.30 a 13.30 h: 2 d'abril i 5 de gener 2027.</p> <p>Tancament, a més dels festius oficials, els següents ponts, vacances i festes locals: 4 d'abril, 2 de maig, 7, 24 i 31 de desembre, i 2 de gener 2027. </p></span> </p>;<p class='observaciones'><strong>L'horari d'estiu comença el dia:</strong> <span>15 de juny</span></p> <p class='observaciones'><strong>Observacions de l'horari: </strong><span><p>Horaris especials de 9.30 a 13.30 h: 23 de juny.</p> <p>Tancament, a més dels festius oficials, els següents ponts, vacances i festes locals: 30 de juliol, i del 10 al 17 d’agost.<span style='font-size:11pt'><span style='line-height:107%'><span style='font-family:Calibri,sans-serif'></span></span></span></p></span></p>
fpb1;Biblioteca Manuel de Pedrolo. Sant Pere de Ribes;De 15 a 20 h;De 15 a 20 h;De 15 a 20 h;De 10 a 14 i de 15 a 20 h;De 9 a 14 h;Tancat;Tancat;De 15 a 20h;De 10 a 14 i de 15 a 20h;De 10 a 14 i de 15 a 20h;De 10 a 14 i de 15 a 20h;De 15 a 20h;De 10 a 14h;Tancat;08231;Sant Pere de Ribes;32705;17;Garraf;<p class='observaciones'><strong> L'horari d'hivern comença el dia:</strong> <span>16 de setembre</span></p> <p class='observaciones'> <strong>Observacions de l'horari: </strong> <span><p>Del 3 al 6 d'abril TANCAT (Setmana Santa)</p> <p>De l'1 al 3 de maig TANCAT (Tot Sants)</p> <p>12 d'octubre TANCAT (Festa Nacional d'Espanya)</p> <p>7 i 8 de desembre TANCAT (Festa de la Constitució)</p> <p>Del 24 al 26 de desembre TANCAT (Nadal)</p> <p>Del 31 de dembre al 2 de gener TANCAT (Cap d'Any)</p></span> </p>;<p class='observaciones'><strong>L'horari d'estiu comença el dia:</strong> <span>15 de juny</span></p> <p class='observaciones'><strong>Observacions de l'horari: </strong><span><p>23 de juny de 9 a 14 h (Sant Joan)</p> <p>29 de juny TANCAT (Festa Major)</p> <p>Del 3 al 14 d'agost TANCAT (Vacances)</p> <p>11 de setembre TANCAT (Diada Nacional de Catalunya)</p> <p> </p> <p> </p></span></p>
fpb2;Biblioteca Josep Pla. Sant Pere de Ribes;De 15 h a 20 h;De 15 h a 20 h;De 10 h a 13.30 h i de 15 h a 20 h;De 15 h a 20 h;De 10 h a 13.30 h;Tancat;Tancat;De 15 h a 20 h;De 15 h a 20 h;De 10 h a 13.30 h i de 15 h a 20 h;De 15 h a 20 h;De 10 h a 13.30 h i de 15 h a 20 h;De 10 h a 13:30 h;Tancat;08231;Sant Pere de Ribes;32705;17;Garraf;<p class='observaciones'><strong> L'horari d'hivern comença el dia:</strong> <span>15 de setembre</span></p> <p class='observaciones'> <strong>Observacions de l'horari: </strong> <span><p>12 d'octubre TANCAT</p> <p>Del 5 al 8 de desembre TANCAT</p> <p>Del 21 de desembre al 6 de gener TANCAT</p> <p> </p></span> </p>;<p class='observaciones'><strong>L'horari d'estiu comença el dia:</strong> <span>15 de juny</span></p> <p class='observaciones'><strong>Observacions de l'horari: </strong><span><p>23 de juny de 10 a 13:30 hores</p> <p>Del 24 al 28 de juny TANCAT</p> <p>Del 17 al 30 d'agost TANCAT</p> <p>11 de setembre TANCAT</p></span></p>
fsg1;Biblioteca Santiago Rusiñol. Sitges;De 15.30 a 20h;De 15.30 a 20h;De 10 a 14h i de 15.30 a 20h;De 10 a 14h i de 15.30 a 20h;De 10 a 14h i de 15.30 a 20h;Tancat;Tancat;De 15.30 a 20h;De 15.30 a 20h;De 10 a 14h i de 15.30 a 20h;De 10 a 14h i de 15.30 a 20h;De 10 a 14h i de 15.30 a 20h;De 10 a 14h;Tancat;08270;Sitges;32609;17;Garraf;<p class='observaciones'><strong> L'horari d'hivern comença el dia:</strong> <span>20 de setembre</span></p> <p class='observaciones'> <strong>Observacions de l'horari: </strong> <span><p style='margin-bottom:16px'>La biblioteca estarà tancada els dies:</p> <p style='margin-bottom:16px'>Per Nadal, les dues biblioteques estaran tancades:</p> <p>- Des del dimecres 24 de desembre a la tarda fins al dissabte 27 de desembre (inclosos)</p> <p>- Des del dimecres 31 de desembre a la tarda fins al dimarts 6 de gener (inclosos)</p> <p>Dimarts, 17 de febrer (Carnaval)</p> <p>Del 3 al 6 d'abril (Setmana Santa)</p></span> </p>;<p class='observaciones'><strong>L'horari d'estiu comença el dia:</strong> <span>21 de juny</span></p> <p class='observaciones'><strong>Observacions de l'horari: </strong><span><p>La biblioteca estarà tancada els dies:</p> <p style='margin-bottom:16px'>Dimarts, 23 de juny a la tarda</p> <p style='margin-bottom:16px'>Dimecres, 24 de juny, sant Joan</p> <p style='margin-bottom:16px'>Dilluns, 24 d'agost, Festa Major</p> <p style='margin-bottom:16px'>Divendres, 11 de setembre, Diada Nacional de Catalunya</p> <p style='margin-bottom:16px'>Dissabte, 12 de setembre</p> <p>Santa Tecla, dimarts 22 i dimecres 23 de setembre</p></span></p>
